"nct_id","query","brief_title","description","brief_title_conc_list","brief_summ_conc_list","total_subjects_affected","total_subjects_at_risk"
"NCT00922311","hypertension safe treatments_page_rank.csv","Aliskiren for Proteinuric IgAN Despite Angiotensin Blockade","~     Study objective: To investigate the potential anti-proteinuric efficacy of aliskiren, a novel~     direct renin inhibitor (DRI), in addition to angiotensin receptor blocker (ARB) in~     immunoglobulin A nephropathy (IgAN) patients at risk of developing progressive renal failure.~   ","C3540676;C0003018;C0033687","C1960108;C0003018;C0020843;C0033687;C1979715;C3839460",0,0
"NCT00922311","treating people already having hypertension_page_rank.csv","Aliskiren for Proteinuric IgAN Despite Angiotensin Blockade","~     Study objective: To investigate the potential anti-proteinuric efficacy of aliskiren, a novel~     direct renin inhibitor (DRI), in addition to angiotensin receptor blocker (ARB) in~     immunoglobulin A nephropathy (IgAN) patients at risk of developing progressive renal failure.~   ","C3540676;C0003018;C0033687","C1960108;C0003018;C0020843;C0033687;C1979715;C3839460",0,0
"NCT00924105","treating people already having hypertension_page_rank.csv","Safety, Tolerability and Pharmacodynamics of CYT013-IL1bQb in Patients With Type 2 Diabetes","~     The purpose of this clinical trial is to test safety and tolerability of a vaccine targeting~     Interleukin-1 beta in patients with type 2 diabetes.~   ","C0011847","C0123759;C0042210;C0011847",0,0
"NCT00924651","treating people already having hypertension_page_rank.csv","Exercise in Lessening Fatigue Caused by Cancer in Patients Undergoing Chemotherapy","~     RATIONALE: Physical activity may help lessen fatigue caused by cancer in patients receiving~     chemotherapy. It is not yet known whether a home-based walking and resistance-band exercise~     program is effective in lessening fatigue.~      PURPOSE: This randomized phase III trial is studying how well exercise works in lessening~     fatigue caused by cancer in patients undergoing chemotherapy.~   ","C3665472;C0015672","C3665472;C0237834;C0015672;C2728259;C0015672;C3665472;C4255207;C0015672",20,7716
"NCT00928473","dietary approaches for obesity treatment_page_rank.csv","The Danish Childhood Obesity Biobank","~     The Danish Childhood Obesity Biobank collects blood from obese and normal weighted children~     to produce a scientific platform for research in obesity.~   ","C0028754","C0028754;C0005767;C0028754",0,0
"NCT00929864","serious Rheumatoid arthritis_pageRank.csv","Abatacept Versus Adalimumab Head-to-Head","~     The purpose of this study is demonstrate that subcutaneous abatacept is non-inferior (no~     worse than) to subcutaneous adalimumab in the treatment of subjects with rheumatoid arthritis~     who are biologic naive~   ","C1122087;C1619966;C0018670;C0018670","C1122087;C1619966;C1457868;C0003873;C0376495",1860,83980
"NCT00935077","treating people already having hypertension_page_rank.csv","A Collaborative Model to Improve Blood Pressure (BP) Control and Minimize Racial Disparities","~     The purpose of the study is to determine the degree to which pharmacist-physician~     collaborative management (PPCM) of hypertension can be adopted and implemented in clinics~     with geographic and racial diversity and whether patients in clinics which implement PPCM~     achieve greater blood pressure control than patients in clinics which do not implement PPCM.~      Primary Hypothesis: BP control at 9 months will be significantly greater in patients from~     clinics randomized to the two PPCM BP intervention groups compared to the control group.~   ","C0005823;C3161035;C0184511","C0005823;C0020538",0,0
"NCT00942188","serious Rheumatoid arthritis_pageRank.csv","A Study of LY2189102 in Patients With Type 2 Diabetes","~     Study to evaluate the safety, tolerability and efficacy of LY2189102 in patients with type 2~     diabetes.~   ","C0011847","C0011847",208,3392
"NCT00945698","malnutrition in young children_page_rank.csv","Prevention of Linear Growth Failure in Infants and Young Children With Lipid-based Nutrient Supplements (iLiNS-DOSE)","~     The use of lipid-based nutrients (LNS), such as Nutributter or fortified spread (FS), have~     been associated with improved growth and development outcomes among infants in Ghana and~     Malawi. Modified versions of such supplements have been developed to improve their nutrient~     density and quality and to lower their costs. Such modified products have proven acceptable~     to infants and their guardians in Malawi and Ghana. In the present trial, the investigator~     aim to identify the lowest growth-promoting daily dose of modified LNS. Additionally, the~     investigators will test a hypothesis that LNS that does not contain milk promotes growth as~     well as milk-containing LNS when given for 12 months at a 10-40 g daily dose to 6-18 month~     old infants in rural Malawi.~   ","C0878787","C0184511;C0150312;C0018270;C0018270;C0018270;C0240919;C2948600;C0333052;C0184511",0,0
"NCT00961740","dietary approaches for obesity treatment_page_rank.csv","Childhood Obesity- Characteristics and Treatment","~     The study is evaluating the effect of a 14-session cognitive behavioural treatment for~     childhood obesity. The treatment is family based and 49 families with children with obesity,~     aged 8-12, will be recruited. Outcome measures are: BMI, waist circumference, self-esteem,~     social- and psychological functioning, cholesterol, glucose and insulin values, activity~     level (actigraphs) and a measure of food intake.~   ","C0028754;C0376495","C0028754;C0017725;C0021641;C2946261;C0028754;C0376495;C0376495",0,0
"NCT00962832","serious Rheumatoid arthritis_pageRank.csv","A Study to Evaluate the Efficacy and Safety of Rontalizumab in Patients With Moderately to Severely Active Systemic Lupus Erythematosus","~     This is a Phase II, randomized, double-blind, placebo-controlled multicenter study to~     evaluate the efficacy and safety of rontalizumab compared with placebo in patients with~     moderately to severely active systemic lupus erythematosus (SLE).~   ","C0409974;C1320102","C0409974;C0032042;C0032042;C1320102;C0180112",0,0
"NCT00964847","treating people already having hypertension_page_rank.csv","Lifestyle Modification and Blood Pressure Study","~     The purpose of this study is to compare the effects of 24 weeks of either a blood pressure~     education and walking program versus a yoga exercise program versus the combined intervention~     of blood pressure education and yoga on reducing mild to moderate high blood pressure in~     pre-hypertension and stage 1 hypertension subjects.~   ","C0005823;C3840684","C0005823;C0005823;C0020538;C0020538;C2728259;C2728259;C3840271;C0005767;C1883583;C1883583",0,0
"NCT00967876","Outcomes of cerebrovascular accident_page_rank.csv","Coronary Artery Stent Evaluation With 320-slice Computed Tomography - The CArS 320 Study","~     The investigators aim at analyzing the diagnostic accuracy of 320-row CT for coronary stents.~   ","C0205042;C0220825;C0040395","C2948600",0,0
"NCT00968669","safe treatments for asthma_pageRank.csv","A Study to Evaluate the Effectiveness and Safety of MEDI-528 in Adults","~     To study the effectiveness and safety of multiple-doses of MEDI-528 on asthma control in~     adult participants with uncontrolled, moderate-to-severe, persistent asthma.~   ","","C0004096;C3266628",836,15696
"NCT00970866","malnutrition in young children_page_rank.csv","Efficacy of Lipid-Based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants","~     In Ghana, low micronutrient intakes among pregnant women are a major problem. The standard~     nutritional intervention during pregnancy is iron-folic acid tablets, but adherence is low.~     The investigators have pioneered the use of multiple micronutrient-fortified semi-solid~     pastes called Lipid-based Nutrient Supplements (LNS) (made using vegetable oil, groundnut,~     milk, sugar, and micronutrients), and the investigators' previous studies show that the~     approach could have great potential for use by pregnant and lactating women.~      This study aims to evaluate the effects of LNS-P&L designed for pregnant and lactating women~     and LNS-20gM designed for infants. Pregnant women (n=864) randomly selected from ante-natal~     clinics in Yilo and Manya Krobo districts of Ghana will be randomized to receive daily (a)~     Group 1: Iron/ Folic Acid tablets during pregnancy, and a tablet containing calcium (Ca) only~     (akin to a placebo) during lactation (6 mo), (b) Group 2: Multiple Micronutrient tablets~     during pregnancy and the first six months of lactation, or (c) Group 3: LNS-P&L during~     pregnancy and lactation, whilst their infants receive LNS-20gM daily from 6 to 18 months.~     There are two primary outcomes namely:~        1. Maternal primary outcome: Birth length~        2. Child primary outcome: Child length-for-age z-score at 18 mo.~      The investigators hypothesize that a) mean birth length and length-for-age at 18 mo will be~     greater in children whose mothers are in Group 2 than those whose mothers are in Group 1, and~     b) children whose mothers are in Group 3 will have greater birth length and length-for-age at~     18 mo than the children in either of the other two groups.~   ","","C0016410;C0016410;C0032961;C0032961;C0032961;C0032961;C1858460;C0033213;C0441861;C0006675;C0441865;C0441869;C0441865;C0441861;C0441869;C3205672;C0005615;C0005615;C0005615;C0302583;C0032042;C0242209;C4255421",0,0
"NCT00976118","serious Rheumatoid arthritis_pageRank.csv","Activity of Masitinib (AB1010) in Mild to Moderate Alzheimer's Disease","~     This phase 2 study was designed to evaluate the activity of oral masitinib (AB1010)~     administered at 2 dose levels during 24 weeks to patients with mild to moderate confirmed~     Alzheimer's type disease.~   ","C0002395","C2946261;C0012634",0,0
